tau1,tau2,local_tpr,local_fpr,global_tpr,global_fpr
3.5005705351269954e-08,1.0768606442308563e-06,0.976144,0.159796,1.0,0.9692606347396235
3.5005705351269954e-08,1.5169161405746597e-06,0.976144,0.129066,1.0,0.936947123774275
3.5005705351269954e-08,2.1367988419517605e-06,0.976144,0.09658,1.0,0.8688422325047955
3.5005705351269954e-08,3.0099945335387307e-06,0.976144,0.05970400000000001,1.0,0.7080612308495532
3.5005705351269954e-08,4.240018720553743e-06,0.976144,0.028096,1.0,0.43445470910243766
3.5005705351269954e-08,5.972688172795604e-06,0.976144,0.007024,1.0,0.13148957356512725
3.5005705351269954e-08,8.413407194766748e-06,0.976144,0.000878,1.0,0.01741430076208572
3.5005705351269954e-08,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
3.5005705351269954e-08,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
3.5005705351269954e-08,2.3516793747041554e-05,0.966264,0.0,1.0,0.0
3.5005705351269954e-08,3.312685276462292e-05,0.9544079999999999,0.0,1.0,0.0
3.5005705351269954e-08,4.6664030219980915e-05,0.94848,0.0,1.0,0.0
3.5005705351269954e-08,6.573312991256274e-05,0.930696,0.0,1.0,0.0
3.5005705351269954e-08,9.259475334069438e-05,0.9129120000000001,0.0,1.0,0.0
3.5005705351269954e-08,0.00013043328923525722,0.881296,0.0,1.0,0.0
3.5005705351269954e-08,0.00018373441611892432,0.8457279999999999,0.0,0.9999999999999999,0.0
3.5005705351269954e-08,0.0002588168700221416,0.78052,0.0,0.9999999999999327,0.0
3.5005705351269954e-08,0.0003645815172955977,0.709384,0.0,0.9999999999815332,0.0
3.5005705351269954e-08,0.0005135665335191993,0.618488,0.0,0.9999999957325931,0.0
3.5005705351269954e-08,0.0007234337777388782,0.511784,0.0,0.9999994081111435,0.0
3.5005705351269954e-08,0.00101906256855808,0.40508,0.0,0.9999691559509322,0.0
3.5005705351269954e-08,0.0014354990748179218,0.292448,0.0,0.9990110661147209,0.0
3.5005705351269954e-08,0.0020221109649026037,0.20155199999999998,0.0,0.9889099693184873,0.0
3.5005705351269954e-08,0.0028484398395714596,0.12053599999999999,0.0,0.9233766148608541,0.0
3.5005705351269954e-08,0.004012445241870639,0.063232,0.0,0.7292048159914043,0.0
3.5005705351269954e-08,0.0056521175540897,0.023712,0.0,0.3811875758043065,0.0
3.5005705351269954e-08,0.007961836466173225,0.013832,0.0,0.24313552448816889,0.0
4.9310669624730435e-08,4.9310669624730435e-08,0.976144,0.760384,1.0,0.9999999999996106
4.9310669624730435e-08,6.946130964766018e-08,0.976144,0.75864,1.0,0.9999999999995499
4.9310669624730435e-08,9.784644124054514e-08,0.976144,0.747304,1.0,0.9999999999988729
4.9310669624730435e-08,1.3783106180984555e-07,0.976144,0.729864,1.0,0.999999999995718
4.9310669624730435e-08,1.9415526368431038e-07,0.976144,0.690624,1.0,0.9999999999354744
4.9310669624730435e-08,2.7349616205039916e-07,0.976144,0.5973200000000001,1.0,0.9999999874338801
4.9310669624730435e-08,3.852594528568679e-07,0.976144,0.40112000000000003,1.0,0.9999647794449856
4.9310669624730435e-08,5.426944382064915e-07,0.976144,0.23195200000000002,1.0,0.9948976851789674
4.9310669624730435e-08,7.644647031404026e-07,0.976144,0.19184,1.0,0.9858763475073086
4.9310669624730435e-08,1.0768606442308563e-06,0.976144,0.15870399999999998,1.0,0.9684516623152704
4.9310669624730435e-08,1.5169161405746597e-06,0.976144,0.128184,1.0,0.9356576819868226
4.9310669624730435e-08,2.1367988419517605e-06,0.976144,0.09592,1.0,0.866912508818833
4.9310669624730435e-08,3.0099945335387307e-06,0.976144,0.059296,1.0,0.7055172811422523
4.9310669624730435e-08,4.240018720553743e-06,0.976144,0.027904,1.0,0.43221603693725696
4.9310669624730435e-08,5.972688172795604e-06,0.976144,0.006976,1.0,0.13064952002004016
4.9310669624730435e-08,8.413407194766748e-06,0.976144,0.000872,1.0,0.01729628012902551
4.9310669624730435e-08,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
4.9310669624730435e-08,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
4.9310669624730435e-08,2.3516793747041554e-05,0.966264,0.0,1.0,0.0
4.9310669624730435e-08,3.312685276462292e-05,0.9544079999999999,0.0,1.0,0.0
4.9310669624730435e-08,4.6664030219980915e-05,0.94848,0.0,1.0,0.0
4.9310669624730435e-08,6.573312991256274e-05,0.930696,0.0,1.0,0.0
4.9310669624730435e-08,9.259475334069438e-05,0.9129120000000001,0.0,1.0,0.0
4.9310669624730435e-08,0.00013043328923525722,0.881296,0.0,1.0,0.0
4.9310669624730435e-08,0.00018373441611892432,0.8457279999999999,0.0,0.9999999999999999,0.0
4.9310669624730435e-08,0.0002588168700221416,0.78052,0.0,0.9999999999999327,0.0
4.9310669624730435e-08,0.0003645815172955977,0.709384,0.0,0.9999999999815332,0.0
4.9310669624730435e-08,0.0005135665335191993,0.618488,0.0,0.9999999957325931,0.0
4.9310669624730435e-08,0.0007234337777388782,0.511784,0.0,0.9999994081111435,0.0
4.9310669624730435e-08,0.00101906256855808,0.40508,0.0,0.9999691559509322,0.0
4.9310669624730435e-08,0.0014354990748179218,0.292448,0.0,0.9990110661147209,0.0
4.9310669624730435e-08,0.0020221109649026037,0.20155199999999998,0.0,0.9889099693184873,0.0
4.9310669624730435e-08,0.0028484398395714596,0.12053599999999999,0.0,0.9233766148608541,0.0
4.9310669624730435e-08,0.004012445241870639,0.063232,0.0,0.7292048159914043,0.0
4.9310669624730435e-08,0.0056521175540897,0.023712,0.0,0.3811875758043065,0.0
4.9310669624730435e-08,0.007961836466173225,0.013832,0.0,0.24313552448816889,0.0
6.946130964766018e-08,6.946130964766018e-08,0.976144,0.7569,1.0,0.9999999999994804
6.946130964766018e-08,9.784644124054514e-08,0.976144,0.74559,1.0,0.9999999999987097
6.946130964766018e-08,1.3783106180984555e-07,0.976144,0.72819,1.0,0.9999999999951549
6.946130964766018e-08,1.9415526368431038e-07,0.976144,0.68904,1.0,0.9999999999285355
6.946130964766018e-08,2.7349616205039916e-07,0.976144,0.5959500000000001,1.0,0.9999999865506213
6.946130964766018e-08,3.852594528568679e-07,0.976144,0.4002,1.0,0.9999636813891812
6.946130964766018e-08,5.426944382064915e-07,0.976144,0.23142000000000001,1.0,0.9948265342155004
6.946130964766018e-08,7.644647031404026e-07,0.976144,0.1914,1.0,0.9857217579516877
6.946130964766018e-08,1.0768606442308563e-06,0.976144,0.15834,1.0,0.9681775395574121
6.946130964766018e-08,1.5169161405746597e-06,0.976144,0.12789,1.0,0.9352223294184868
6.946130964766018e-08,2.1367988419517605e-06,0.976144,0.0957,1.0,0.8662632956283189
6.946130964766018e-08,3.0099945335387307e-06,0.976144,0.059160000000000004,1.0,0.70466462816581
6.946130964766018e-08,4.240018720553743e-06,0.976144,0.02784,1.0,0.4314679439418565
6.946130964766018e-08,5.972688172795604e-06,0.976144,0.00696,1.0,0.13036933067922674
6.946130964766018e-08,8.413407194766748e-06,0.976144,0.00087,1.0,0.0172569369254425
6.946130964766018e-08,1.1851517872198003e-05,0.9741679999999999,0.0,1.0,0.0
6.946130964766018e-08,1.6694600965277867e-05,0.972192,0.0,1.0,0.0
